Year Month,State,Countym,Industry,Suspicious Activity,Regulator,Relationship,Product,Instrument,Count
2012 October,California,"Sacramento County, CA",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Credit Card,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Credit Card,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Credit Card,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Credit Card,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Credit Card,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Credit Card,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Credit Card,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,California,"Sacramento County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Credit Card,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Credit Card,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Credit Card,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Credit Card,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Credit Card,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Credit Card,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,California,"Sacramento County, CA",Depository Institution,Wire Transfer,OCC,No Relationship to Institution,Credit Card,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Wire Transfer,OCC,No Relationship to Institution,Credit Card,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Wire Transfer,OCC,No Relationship to Institution,Credit Card,Personal/Business Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Wire Transfer,OCC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 October,California,"Sacramento County, CA",Depository Institution,Wire Transfer,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 October,California,"Sacramento County, CA",Depository Institution,Wire Transfer,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,5
2012 October,California,"San Bernardino County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Bonds/Notes,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Credit Card,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Forex Transactions,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Bonds/Notes,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Credit Card,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Forex Transactions,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Foreign Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Debit Card,U.S. Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Other,U.S. Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Elder Financial Exploitation,OCC,No Relationship to Institution,Debit Card,U.S. Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Elder Financial Exploitation,OCC,No Relationship to Institution,Other,U.S. Currency,1
2012 October,California,"San Bernardino County, CA",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Diego County, CA",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,California,"San Diego County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"San Diego County, CA",Depository Institution,Check,OCC,Employee,Other,Funds Transfer,1
2012 October,California,"San Diego County, CA",Depository Institution,Check,OCC,Employee,Other,Personal/Business Check,1
2012 October,California,"San Diego County, CA",Depository Institution,Check,OCC,Employee,Other,U.S. Currency,1
2012 October,California,"San Diego County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Diego County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,California,"San Diego County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,Other,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Account Takeover,OCC,Other,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,ACH,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,ACH,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,ACH,OCC,Other,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,ACH,OCC,Other,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Borrower,Residential Mortgage,Personal/Business Check,3
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,11
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Customer,Residential Mortgage,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,6
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Other,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,3
2012 October,California,"San Francisco County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,3
2012 October,California,"San Francisco County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Debit Card,Funds Transfer,2
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Other,Funds Transfer,3
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Other,Debit Card,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Other,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Other,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Credit/Debit Card,OCC,Other,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Elder Financial Exploitation,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Elder Financial Exploitation,OCC,Other,Debit Card,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Elder Financial Exploitation,OCC,Other,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Forgeries,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,4
2012 October,California,"San Francisco County, CA",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,3
2012 October,California,"San Francisco County, CA",Depository Institution,Forgeries,OCC,Other,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Forgeries,OCC,Other,Other,Personal/Business Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,Identity Theft,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Identity Theft,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Identity Theft,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"San Francisco County, CA",Depository Institution,Identity Theft,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Identity Theft,OCC,Other,Debit Card,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Identity Theft,OCC,Other,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Mail,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Other Fraud (Type),OCC,Customer,Debit Card,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Other Mortgage Fraud,OCC,Borrower,Residential Mortgage,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Provided Questionable or False Documentation,OCC,Borrower,Residential Mortgage,Personal/Business Check,4
2012 October,California,"San Francisco County, CA",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Debit Card,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"San Francisco County, CA",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Residential Mortgage,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Francisco County, CA",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,California,"San Joaquin County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Joaquin County, CA",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Joaquin County, CA",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,California,"San Joaquin County, CA",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Joaquin County, CA",Depository Institution,Other Fraud (Type),OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,California,"San Joaquin County, CA",Depository Institution,Other Other Suspicious Activities,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Check,OCC,Customer,Credit Card,Personal/Business Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"San Mateo County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Credit Card,Personal/Business Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Funds Transfer,1
2012 October,California,"San Mateo County, CA",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Money Orders,1
2012 October,California,"San Mateo County, CA",Depository Institution,Identity Theft,OCC,Employee,Other,Bank/Cashier's Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Identity Theft,OCC,Employee,Other,Money Orders,1
2012 October,California,"San Mateo County, CA",Depository Institution,Other Other Suspicious Activities,NCUA,Employee,Residential Mortgage,Bank/Cashier's Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Other Other Suspicious Activities,NCUA,Employee,Residential Mortgage,Personal/Business Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Suspicious Use of Noncash Monetary Instruments,NCUA,Employee,Residential Mortgage,Bank/Cashier's Check,1
2012 October,California,"San Mateo County, CA",Depository Institution,Suspicious Use of Noncash Monetary Instruments,NCUA,Employee,Residential Mortgage,Personal/Business Check,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Check,OCC,Customer,Credit Card,Funds Transfer,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Check,OCC,Customer,Credit Card,Personal/Business Check,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Check,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"Santa Clara County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Credit Card,Funds Transfer,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Credit Card,Personal/Business Check,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Other,Funds Transfer,1
2012 October,California,"Santa Clara County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Santa Cruz County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Solano County, CA",Depository Institution,Check,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"Solano County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Solano County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"Solano County, CA",Depository Institution,Credit/Debit Card,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Solano County, CA",Depository Institution,Forgeries,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"Solano County, CA",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Sonoma County, CA",Depository Institution,Alters Transactions to Avoid Ctr Requirement,FDIC,Customer,Other,U.S. Currency,1
2012 October,California,"Sonoma County, CA",Depository Institution,Alters Transactions to Avoid Ctr Requirement,FDIC,Director,Other,U.S. Currency,1
2012 October,California,"Tehama County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Ventura County, CA",Depository Institution,ACH,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Ventura County, CA",Depository Institution,Check,NCUA,Borrower,Debit Card,Personal/Business Check,1
2012 October,California,"Ventura County, CA",Depository Institution,Check,NCUA,Customer,Debit Card,Personal/Business Check,1
2012 October,California,"Ventura County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,California,"Ventura County, CA",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Ventura County, CA",Depository Institution,Provided Questionable or False Documentation,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Yolo County, CA",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Yolo County, CA",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Personal/Business Check,1
2012 October,California,"Yolo County, CA",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Check,OCC,Customer,Bonds/Notes,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Check,OCC,Customer,Credit Card,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Check,OCC,Customer,Debit Card,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,Colorado,"Adams County, CO",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 October,Colorado,"Adams County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Colorado,"Adams County, CO",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Alters Transaction to Avoid Bsa Recordkeeping Requirement,OCC,Borrower,Credit Card,U.S. Currency,2
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Alters Transaction to Avoid Bsa Recordkeeping Requirement,OCC,Customer,Credit Card,U.S. Currency,2
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,OCC,Borrower,Credit Card,U.S. Currency,5
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,OCC,Customer,Credit Card,U.S. Currency,5
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Other Other Suspicious Activities,OCC,Borrower,Credit Card,U.S. Currency,9
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Credit Card,U.S. Currency,9
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Other Other Suspicious Activities,OCC,Employee,Credit Card,U.S. Currency,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Other Structuring,OCC,Borrower,Credit Card,U.S. Currency,7
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Other Structuring,OCC,Customer,Credit Card,U.S. Currency,7
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Refused or Avoided Request for Documentation,OCC,Borrower,Credit Card,U.S. Currency,6
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Refused or Avoided Request for Documentation,OCC,Customer,Credit Card,U.S. Currency,6
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Borrower,Credit Card,U.S. Currency,17
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Credit Card,U.S. Currency,17
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Employee,Credit Card,U.S. Currency,1
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Suspicious Use of Multiple Locations,OCC,Borrower,Credit Card,U.S. Currency,4
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,Suspicious Use of Multiple Locations,OCC,Customer,Credit Card,U.S. Currency,4
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",OCC,Borrower,Credit Card,U.S. Currency,17
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",OCC,Customer,Credit Card,U.S. Currency,17
2012 October,Colorado,"Arapahoe County, CO",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",OCC,Employee,Credit Card,U.S. Currency,1
2012 October,Colorado,"Boulder County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,Colorado,"Boulder County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Boulder County, CO",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Boulder County, CO",Depository Institution,Identity Theft,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"El Paso County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"El Paso County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Jefferson County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 October,Colorado,"Jefferson County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Jefferson County, CO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Credit Card,Funds Transfer,1
2012 October,Colorado,"Jefferson County, CO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,OCC,Employee,Other,Funds Transfer,1
2012 October,Colorado,"Jefferson County, CO",Depository Institution,Identity Theft,OCC,Employee,Credit Card,Funds Transfer,1
2012 October,Colorado,"Jefferson County, CO",Depository Institution,Identity Theft,OCC,Employee,Other,Funds Transfer,1
2012 October,Colorado,"Logan County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Logan County, CO",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 October,Colorado,"Logan County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Logan County, CO",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 October,Colorado,"Mesa County, CO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 October,Colorado,"Mesa County, CO",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 October,Connecticut,"Fairfield County, CT",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Connecticut,"Fairfield County, CT",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,Connecticut,"Fairfield County, CT",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Connecticut,"Fairfield County, CT",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 October,Connecticut,"New Haven County, CT",Depository Institution,Credit/Debit Card,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,Connecticut,"New Haven County, CT",Depository Institution,Credit/Debit Card,OCC,Customer,Other,U.S. Currency,1
2012 October,Connecticut,"New Haven County, CT",Depository Institution,Elder Financial Exploitation,OCC,Customer,Debit Card,U.S. Currency,1
2012 October,Connecticut,"New Haven County, CT",Depository Institution,Elder Financial Exploitation,OCC,Customer,Other,U.S. Currency,1
2012 October,Delaware,"New Castle County, DE",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,FDIC,Customer,Other,Funds Transfer,2
2012 October,Delaware,"New Castle County, DE",Depository Institution,Suspicious EFT/Wire Transfers,FDIC,Customer,Other,Funds Transfer,2
2012 October,Delaware,"New Castle County, DE",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Customer,Other,Funds Transfer,2
2012 October,Delaware,"Sussex County, DE",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,Delaware,"Sussex County, DE",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,District of Columbia,"District of Columbia, DC",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 October,District of Columbia,"District of Columbia, DC",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 October,District of Columbia,"District of Columbia, DC",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
